text,Anger,Fear,Joy,Sadness,Surprise
John and his 'magic box' #lost,1,0,0,1,0
@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his ,0,0,1,0,0
I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 ,0,0,1,0,0
Nobody wants a grouch but DONT move to SD if you want to be a rapper. #serious,1,0,0,1,0
@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?,1,0,0,0,0
@twojacksdetail @bluelivesmtr Very rare an officer just shoots without regard. They don't want that on their conscience. #incite ,1,0,0,0,0
"@SeveChambers i'm elated, thank you for your help! can i apply to be verified?",0,0,1,0,0
"WHY TF DO BROKE BOYS KEEP TRYNA FIND GF's? GET UR FUCKIN $$$ RIGHT B4 I SMACK YO BITCHASS, she deserves 2be happy &amp; u don't deserve that ass",1,0,0,0,0
@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,0,1,0,0,0
"@BreezyWeekes hey breezy, you wanna give me some of that coffee you posted on your snap?? please",0,0,1,0,0
@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare,0,1,0,1,0
There is nothing like being in the shower when the power goes out 😳 #creepy ,0,1,0,1,0
"- blood and mucus and he chokes and has to swallow, mirth cut too short. 'Wrong answer.' It takes some awkward movements - @PersuasiveFuck",1,0,0,0,0
"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.",0,0,1,0,0
"Back to forest drama -\nfrom my #Forest #music - series, 2016\n#nature #dark #art #photography #Finland",0,0,1,0,0
"I'm moving this weekend &amp; my sugar daddy will replace it so, it is what it is. Niggas still happy.",0,0,1,0,0
@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service,1,0,0,0,0
"@MHChat if we don't understand how to express our emotions to others, may lead to sadness / loneliness &amp; neg impact on long term mh #MHChat",0,0,0,1,0
Refuse to let myself get discouraged.,0,0,1,0,0
Howling with laughter at “WELL DONE BEZZA!” #bakeoff #GBBO,0,0,1,0,0
@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,0,0,1,0,0
Watch this amazing live.ly broadcast by @kelli.peterson #lively #musically.   Come WATCH,0,0,1,0,1
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 ,0,1,0,1,0
@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),0,0,0,1,0
Defination of a best friends..!!! \n\na person who opens his mouth just to #insult yu..!! :D :D :D,1,0,1,0,0
The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.,1,0,0,0,0
onus is on Pakistan' : @MEAIndia after #Uri #terror attack,1,1,0,1,0
Now I'm going to sulk again for a week until #OurGirl is back on! @michkeegan and @benaldridge07 are the best! @OurGirlWatch,1,0,0,1,0
"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.",1,0,0,1,0
#welfarereform should not be a 'model' for #snap.,0,0,0,1,0
"@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are ",1,0,0,0,0
"Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.",0,0,1,0,0
"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",0,0,0,0,1
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂,1,0,0,0,0
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,0,0,0,1,0
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour,0,0,1,0,0
"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",1,0,0,0,0
Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies,0,0,1,0,0
ESPN just assumed I wanted their free magazines ,1,0,0,0,0
"It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew.",0,0,1,1,0
@maddie_truex just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet,1,0,0,1,0
I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack,0,1,1,0,0
@chelsysayshi @Adweek touché! I'll start paying more attention and test this 🕵🏻‍♀️ #AdweekChat,0,0,1,0,0
@Ashleyavitia_ don't leave me #sad,0,0,0,1,0
Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :(   #itnevergoes,0,1,0,1,0
"It's #HobbitDay! \nHobbit's give gifts on their birthdays, so I'm sharing the gift of #glee today! Find something that makes you happy!",0,0,1,0,0
"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo",1,0,0,0,0
The neighbor dancing in the Clayton Homes commercial is me. #hilarious,0,0,1,0,1
@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha ,0,0,1,0,0
@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either #outrage,1,0,0,0,0
Rooney = whipping boy. #mufc ,0,0,1,0,0
@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,0,1,0,1,0
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ",1,0,0,1,0
Side chick's be trying to fuck u like your going to forget about your wife when your done. ,1,0,0,0,0
@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,1,0,0,1,0
Don't get too close it's dark inside 🌫🌊,0,1,0,1,0
@l1ght__eyes u tried boiling em takes years too,0,0,0,1,0
I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,0,0,1,1,0
Loving @challengesophie @TEDx talk #challenge #fear #map #inspiration #stayunstoppable,0,1,0,0,0
We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,0,0,0,1,0
@dish_answers I've contacted @dish @dish_answers #awful #service #whathappenedtocustomerservice,1,0,0,1,0
@liamch88 yeah! :) playing well #optimism,0,0,1,0,0
How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat ,1,0,0,0,0
I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair,0,0,0,1,0
@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming,1,0,0,0,0
@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific,1,1,0,1,0
Peter is aesthetically pleasing to look at,0,0,1,0,0
"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",1,0,0,0,0
"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",0,0,0,1,0
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,1,0,0,0,0
@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,0,1,0,1,0
@mywrldsbl I can be your wolf if you want. Hihi~ #breezy,0,0,1,0,0
@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. #fuming,1,0,0,1,0
"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂",0,0,1,0,0
On the last episode of #MakingAMurderer poor Brendan glad they #appeal it #shocking #crime #documentary #reallife,0,0,0,0,1
We can't even grieve over one black body before another one pops up due to pig brutality,1,0,0,1,0
"@ChrisWarcraft species cf. Don Jr. refugees/Skittles.know he likes his snacks,but even @gop frown on talking about eating humans #lizardscum",1,0,0,1,0
@cineworld 'Congratulations your Free 1 month has been activated' Then charges £34.80 the same month. Absolutely furious 😡,1,0,0,0,0
"If a cop is going to pull a gun on you for no reason at all and threaten you, you should be able to merk his ass and walk away.",1,0,0,0,0
@macmacm43 jeezus God ,0,0,1,0,0
the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me,0,0,1,0,0
I need some to help with my anger,1,0,0,0,0
Just got done watching Jeepers Creepers it was epic #horror #horrormoviesarebest #movies #movie #horrorfilm 🎬📽🎬,0,1,1,0,0
Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey,0,0,0,1,0
second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye LOLOLOL #cheering,0,0,1,0,0
"Look at us, smiling in the photograph♪ You can see the secrets behind the fake smiles♪ (*・ω・*) (©FACT「a fact of life」)",0,0,1,0,0
It's been 5 weeks and I still go through depression smh,0,0,0,1,0
We have left #Maine. #sadness,0,0,0,1,0
"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",0,0,0,1,0
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,1,1,0,0,0
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad,0,0,0,1,0
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject   #anxious,0,1,0,0,0
@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day,0,0,1,0,0
I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion,1,0,0,0,0
When you have 15 doe run the opposite side of you 🙁 ,0,0,0,1,0
@stevesingiser @POLITICO_Steve Put a damper on my mood.,1,0,0,1,0
Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18,1,0,0,0,0
I have not nap for 3 days in a row I'm very unhappy rn,1,0,0,1,0
"@mdivincenzo9 he's stupid, I hate him lol #bitter",1,0,0,0,0
Candice on great british bake off with that pout does my head in 👊🏻🙄,1,0,0,0,1
horrid having a car n no liscence,1,1,0,1,0
Girls irritate me so much lol,1,0,1,1,0
People are trying too hard to hate on Cam Newton without understanding his position #sad,0,0,0,1,0
@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited,0,1,1,0,0
This maybe a new start but it will always be align with the end. #start #forward,0,0,1,0,0
Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!',1,0,0,0,0
@bodwell_james did it not just enliven your soul,0,0,1,0,0
Popufurs make posts like 'opening commissions in an hour get a slot while you can' and I'm like sitting here in awe at that sort of demand,1,0,0,1,1
"The feeling of taking someone's life is either scarring or exhilarating, but for people need to realize that we're going to die at some--",1,1,0,1,0
"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror",1,1,0,0,0
@leepg \n\nLike a rabid dog I pulled out the backs of my cupboards looking for a bakewell..Found a french fancie &amp; a mini batternburg #Winner!,0,0,1,0,0
"@British_Airways In your Concorde Lounge in Terminal 7 JFK. So saddened to have to say, service so far is dismal. Don't expect a reply.",1,0,0,1,0
Fucking hell. Rush for the damn train also no use. Fucking 4min wait. Still sweating.  #smrtruinslives,1,0,0,0,0
i was angry.,1,0,0,0,0
I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming,1,0,0,0,0
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! ,1,0,0,1,0
@TedLeitner @jesseagler You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage,1,0,0,0,0
I'm afraid she's the goat you libeling people? #afraid #goat #libeling,0,1,0,0,0
@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,0,1,0,1,0
No we didn't just bully our professor to move the Chem quiz to Monday 😂,0,0,1,0,0
I've got some new pens to break in. Name an animated series and I'll draw you in that style 🖍,0,0,1,0,1
😱 @cailamarsai you've had me 😂 😂 the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo,0,0,1,0,0
"Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. ",0,0,1,0,0
@lethargytyler ehhh I guess. I want to everyone I've ever burst out laughing in front of😂,0,0,1,0,0
"My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell her.",1,1,0,0,0
#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,0,1,0,1,0
🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain,1,0,0,0,0
This world has some serious issues we should all go to therapy,1,0,0,1,0
